Year,SERIES,Reference area,UNIT_MEASURE,GeoCode,Value
2016,"13.3.2 Percentage of households (farming, animal raising, fish raising, and fishing) and local community forestry members participated workshops and received training on climate change",,Percent,,0.06
2017,"13.3.2 Percentage of households (farming, animal raising, fish raising, and fishing) and local community forestry members participated workshops and received training on climate change",,Percent,,0.12
2018,"13.3.2 Percentage of households (farming, animal raising, fish raising, and fishing) and local community forestry members participated workshops and received training on climate change",,Percent,,0.18
2019,"13.3.2 Percentage of households (farming, animal raising, fish raising, and fishing) and local community forestry members participated workshops and received training on climate change",,Percent,,0.24
2020,"13.3.2 Percentage of households (farming, animal raising, fish raising, and fishing) and local community forestry members participated workshops and received training on climate change",,Percent,,0.3
