Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,N_KH_030502_01,,PT,,2
2016,N_KH_030502_01,,PT,,4
2017,N_KH_030502_01,,PT,,6
2018,N_KH_030502_01,,PT,,10
2019,N_KH_030502_01,,PT,,15
2020,N_KH_030502_01,,PT,,20
