Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,N_KH_140101_01,,PT,,40
2016,N_KH_140101_01,,PT,,40
2017,N_KH_140101_01,,PT,,40
2018,N_KH_140101_01,,PT,,40
2019,N_KH_140101_01,,PT,,40
2020,N_KH_140101_01,,PT,,50
