Year,SERIES,Reference area,UNIT_MEASURE,GeoCode,Value
2015,8.9.1 Tourism direct GDP as a proportion of total GDP and in growth rate,,Percent,,12.5
2016,8.9.1 Tourism direct GDP as a proportion of total GDP and in growth rate,,Percent,,12.5
2017,8.9.1 Tourism direct GDP as a proportion of total GDP and in growth rate,,Percent,,12.8
2018,8.9.1 Tourism direct GDP as a proportion of total GDP and in growth rate,,Percent,,12.8
2019,8.9.1 Tourism direct GDP as a proportion of total GDP and in growth rate,,Percent,,13.0
2020,8.9.1 Tourism direct GDP as a proportion of total GDP and in growth rate,,Percent,,13.5
