Year,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,GeoCode,Value
2015,N_KH_030802_01,,F,Y15T19,PT,,11.5
2020,N_KH_030802_01,,F,Y15T19,PT,,8.0
